DATE,AWAY,,HOME
06/03/1947,DET1,vs,MTL1
09/03/1947,MTL4,vs,CHI1
15/03/1947,NYR0,vs,MTL1
16/03/1947,MTL4,vs,NYR3
19/03/1947,MTL4,vs,TOR5
22/03/1947,CHI5,vs,MTL4
23/03/1947,MTL3,vs,BOS2
16/10/1947,NYR2,vs,MTL1
18/10/1947,CHI2,vs,MTL4
22/10/1947,MTL1,vs,BOS3
25/10/1947,BOS0,vs,MTL5
26/10/1947,MTL4,vs,DET2
29/10/1947,MTL1,vs,TOR3
2/11/1947,MTL4,vs,CHI2
6/11/1947,TOR0,vs,MTL3
8/11/1947,DET3,vs,MTL1
13/11/1947,CHI2,vs,MTL5
15/11/1947,BOS9,vs,MTL1
16/11/1947,MTL2,vs,NYR4
19/11/1947,MTL2,vs,CHI2
22/11/1947,NYR5,vs,MTL3
23/11/1947,MTL2,vs,BOS2
27/11/1947,TOR0,vs,MTL2
29/11/1947,MTL1,vs,TOR3
30/11/1947,MTL1,vs,DET1
6/12/1947,DET0,vs,MTL4
7/12/1947,MTL0,vs,BOS1
10/12/1947,MTL4,vs,NYR4
11/12/1947,NYR4,vs,MTL2
14/12/1947,MTL4,vs,CHI3
20/12/1947,BOS4,vs,MTL2
21/12/1947,MTL4,vs,NYR3
25/12/1947,TOR3,vs,MTL0
27/12/1947,CHI1,vs,MTL3
01/01/1948,MTL1,vs,TOR2
03/01/1948,BOS2,vs,MTL2
04/01/1948,MTL2,vs,DET6
08/01/1948,DET1,vs,MTL1
10/01/1948,NYR1,vs,MTL1
11/01/1948,MTL1,vs,NYR3
15/01/1948,TOR4,vs,MTL8
17/01/1948,CHI1,vs,MTL3
18/01/1948,MTL1,vs,BOS1
21/01/1948,MTL1,vs,CHI3
24/01/1948,DET5,vs,MTL1
25/01/1948,MTL0,vs,DET1
28/01/1948,MTL3,vs,TOR3
31/01/1948,NYR4,vs,MTL2
01/02/1948,MTL3,vs,BOS0
05/02/1948,CHI7,vs,MTL2
07/02/1948,DET5,vs,MTL3
14/02/1948,MTL2,vs,TOR4
15/02/1948,MTL1,vs,CHI2
19/02/1948,TOR1,vs,MTL3
21/02/1948,BOS3,vs,MTL1
22/02/1948,MTL3,vs,DET4
28/02/1948,DET5,vs,MTL2
29/02/1948,MTL3,vs,NYR5
03/03/1948,MTL3,vs,TOR2
04/03/1948,BOS1,vs,MTL1
06/03/1948,MTL2,vs,DET2
07/03/1948,MTL3,vs,CHI9
11/03/1948,TOR1,vs,MTL3
13/03/1948,NYR2,vs,MTL3
14/03/1948,MTL6,vs,NYR3
20/03/1948,CHI4,vs,MTL7
21/03/1948,MTL3,vs,BOS4
14/10/1948,NYR1,vs,MTL1
16/10/1948,CHI2,vs,MTL8
21/10/1948,TOR0,vs,MTL5
23/10/1948,DET0,vs,MTL0
27/10/1948,MTL2,vs,TOR3
30/10/1948,BOS3,vs,MTL3
31/10/1948,MTL1,vs,DET4
6/11/1948,DET0,vs,MTL2
11/11/1948,CHI1,vs,MTL4
13/11/1948,MTL3,vs,NYR1
14/11/1948,MTL2,vs,BOS3
17/11/1948,MTL3,vs,CHI4
21/11/1948,MTL3,vs,DET0
24/11/1948,MTL3,vs,TOR3
25/11/1948,TOR2,vs,MTL0
27/11/1948,BOS2,vs,MTL0
4/12/1948,NYR1,vs,MTL3
5/12/1948,MTL1,vs,BOS2
11/12/1948,CHI5,vs,MTL2
12/12/1948,MTL4,vs,CHI4
15/12/1948,MTL4,vs,BOS2
18/12/1948,DET3,vs,MTL5
19/12/1948,MTL2,vs,NYR3
23/12/1948,BOS2,vs,MTL4
25/12/1948,NYR2,vs,MTL0
26/12/1948,MTL1,vs,DET3
30/12/1948,TOR2,vs,MTL3
01/01/1949,MTL3,vs,TOR5
06/01/1949,CHI2,vs,MTL7
08/01/1949,DET4,vs,MTL1
09/01/1949,MTL1,vs,NYR1
12/01/1949,MTL5,vs,BOS3
15/01/1949,CHI1,vs,MTL7
16/01/1949,MTL2,vs,DET3
19/01/1949,MTL4,vs,TOR1
20/01/1949,NYR1,vs,MTL2
22/01/1949,BOS2,vs,MTL4
23/01/1949,MTL0,vs,BOS3
26/01/1949,MTL3,vs,CHI2
29/01/1949,DET5,vs,MTL2
30/01/1949,MTL0,vs,NYR9
03/02/1949,TOR4,vs,MTL1
05/02/1949,BOS3,vs,MTL2
06/02/1949,MTL0,vs,DET1
09/02/1949,MTL2,vs,TOR2
13/02/1949,MTL3,vs,CHI4
17/02/1949,TOR0,vs,MTL3
19/02/1949,NYR1,vs,MTL3
20/02/1949,MTL2,vs,NYR3
24/02/1949,MTL3,vs,CHI1
26/02/1949,DET0,vs,MTL1
02/03/1949,MTL2,vs,TOR0
05/03/1949,BOS0,vs,MTL4
06/03/1949,MTL1,vs,BOS0
09/03/1949,MTL2,vs,CHI2
12/03/1949,NYR0,vs,MTL3
13/03/1949,MTL1,vs,NYR1
17/03/1949,TOR1,vs,MTL3
19/03/1949,CHI1,vs,MTL5
20/03/1949,MTL1,vs,DET2
13/10/1949,CHI0,vs,MTL4
15/10/1949,NYR1,vs,MTL3
19/10/1949,MTL3,vs,TOR1
22/10/1949,BOS2,vs,MTL1
23/10/1949,MTL0,vs,BOS0
27/10/1949,TOR2,vs,MTL0
29/10/1949,DET1,vs,MTL0
30/10/1949,MTL4,vs,DET1
2/11/1949,MTL1,vs,CHI4
5/11/1949,BOS3,vs,MTL3
9/11/1949,MTL2,vs,NYR2
10/11/1949,TOR2,vs,MTL4
12/11/1949,MTL5,vs,NYR3
13/11/1949,MTL0,vs,CHI0
16/11/1949,MTL0,vs,TOR1
20/11/1949,MTL1,vs,BOS2
24/11/1949,TOR3,vs,MTL5
26/11/1949,NYR1,vs,MTL5
27/11/1949,MTL6,vs,DET2
30/11/1949,MTL2,vs,NYR5
3/12/1949,DET5,vs,MTL3
4/12/1949,MTL2,vs,BOS4
8/12/1949,BOS2,vs,MTL2
10/12/1949,CHI1,vs,MTL1
11/12/1949,MTL3,vs,CHI0
14/12/1949,MTL2,vs,TOR2
15/12/1949,TOR1,vs,MTL4
17/12/1949,DET3,vs,MTL4
18/12/1949,MTL1,vs,BOS3
21/12/1949,MTL1,vs,NYR4
24/12/1949,NYR0,vs,MTL0
25/12/1949,MTL2,vs,DET4
28/12/1949,MTL1,vs,TOR1
31/12/1949,CHI2,vs,MTL3
01/01/1950,MTL1,vs,CHI5
05/01/1950,BOS3,vs,MTL5
07/01/1950,NYR3,vs,MTL1
10/01/1950,MTL7,vs,CHI3
14/01/1950,CHI0,vs,MTL3
18/01/1950,MTL1,vs,TOR0
19/01/1950,TOR4,vs,MTL2
21/01/1950,BOS1,vs,MTL3
22/01/1950,MTL5,vs,BOS4
26/01/1950,DET1,vs,MTL1
28/01/1950,DET1,vs,MTL1
29/01/1950,MTL0,vs,NYR2
01/02/1950,MTL3,vs,DET3
02/02/1950,NYR1,vs,MTL4
04/02/1950,CHI6,vs,MTL2
05/02/1950,MTL4,vs,CHI3
11/02/1950,MTL0,vs,TOR2
12/02/1950,MTL3,vs,BOS3
16/02/1950,TOR3,vs,MTL3
18/02/1950,NYR4,vs,MTL2
20/02/1950,MTL0,vs,DET2
23/02/1950,DET1,vs,MTL1
25/02/1950,BOS2,vs,MTL3
02/03/1950,MTL2,vs,CHI5
04/03/1950,CHI1,vs,MTL3
06/03/1950,MTL2,vs,DET2
09/03/1950,TOR1,vs,MTL1
11/03/1950,BOS0,vs,MTL5
12/03/1950,MTL5,vs,NYR1
15/03/1950,MTL1,vs,DET4
16/03/1950,DET2,vs,MTL2
18/03/1950,NYR3,vs,MTL5
19/03/1950,MTL4,vs,NYR2
22/03/1950,MTL2,vs,TOR1
25/03/1950,CHI0,vs,MTL4
26/03/1950,MTL3,vs,BOS3
12/10/1950,CHI3,vs,MTL3
14/10/1950,BOS1,vs,MTL1
15/10/1950,MTL2,vs,BOS1
19/10/1950,NYR0,vs,MTL4
21/10/1950,DET0,vs,MTL2
22/10/1950,MTL2,vs,DET3
26/10/1950,MTL1,vs,CHI5
28/10/1950,NYR1,vs,MTL5
29/10/1950,MTL2,vs,NYR2
1/11/1950,MTL3,vs,TOR5
2/11/1950,TOR2,vs,MTL1
4/11/1950,BOS3,vs,MTL2
9/11/1950,MTL1,vs,CHI2
11/11/1950,NYR1,vs,MTL1
12/11/1950,MTL0,vs,DET4
16/11/1950,TOR2,vs,MTL5
18/11/1950,CHI2,vs,MTL3
19/11/1950,MTL3,vs,CHI0
22/11/1950,MTL2,vs,NYR3
25/11/1950,MTL1,vs,TOR4
26/11/1950,MTL3,vs,BOS1
30/11/1950,TOR0,vs,MTL0
2/12/1950,DET7,vs,MTL1
3/12/1950,MTL4,vs,DET1
6/12/1950,MTL1,vs,TOR3
7/12/1950,BOS3,vs,MTL0
9/12/1950,CHI5,vs,MTL0
10/12/1950,MTL2,vs,BOS5
13/12/1950,MTL2,vs,NYR3
16/12/1950,NYR1,vs,MTL1
17/12/1950,MTL7,vs,CHI3
20/12/1950,MTL1,vs,TOR6
23/12/1950,DET4,vs,MTL4
28/12/1950,MTL1,vs,DET8
30/12/1950,CHI3,vs,MTL4
01/01/1951,MTL3,vs,CHI3
04/01/1951,BOS4,vs,MTL2
06/01/1951,DET2,vs,MTL5
10/01/1951,MTL3,vs,NYR0
11/01/1951,CHI1,vs,MTL4
13/01/1951,BOS0,vs,MTL4
14/01/1951,MTL2,vs,DET3
18/01/1951,TOR5,vs,MTL2
20/01/1951,NYR2,vs,MTL2
21/01/1951,MTL3,vs,CHI2
24/01/1951,MTL3,vs,TOR4
27/01/1951,CHI2,vs,MTL4
28/01/1951,MTL1,vs,BOS1
01/02/1951,TOR3,vs,MTL1
03/02/1951,BOS1,vs,MTL4
04/02/1951,MTL3,vs,DET3
07/02/1951,MTL1,vs,TOR3
10/02/1951,MTL0,vs,BOS6
11/02/1951,MTL1,vs,NYR3
15/02/1951,TOR2,vs,MTL2
17/02/1951,DET2,vs,MTL1
22/02/1951,MTL2,vs,CHI3
24/02/1951,NYR2,vs,MTL6
01/03/1951,TOR1,vs,MTL3
03/03/1951,DET3,vs,MTL1
04/03/1951,MTL2,vs,NYR2
07/03/1951,MTL3,vs,BOS2
10/03/1951,CHI2,vs,MTL12
11/03/1951,MTL5,vs,NYR5
15/03/1951,NYR3,vs,MTL5
17/03/1951,BOS1,vs,MTL3
18/03/1951,MTL2,vs,BOS2
21/03/1951,MTL0,vs,TOR2
24/03/1951,DET2,vs,MTL3
25/03/1951,MTL0,vs,DET5
11/10/1951,CHI2,vs,MTL4
13/10/1951,BOS2,vs,MTL1
14/10/1951,MTL4,vs,BOS3
18/10/1951,NYR2,vs,MTL3
20/10/1951,MTL0,vs,DET3
22/10/1951,DET3,vs,MTL1
25/10/1951,MTL2,vs,CHI2
28/10/1951,MTL1,vs,NYR2
29/10/1951,NYR1,vs,MTL6
31/10/1951,MTL0,vs,TOR1
1/11/1951,TOR4,vs,MTL2
3/11/1951,DET3,vs,MTL2
8/11/1951,BOS2,vs,MTL4
10/11/1951,CHI2,vs,MTL4
11/11/1951,MTL3,vs,DET3
17/11/1951,NYR2,vs,MTL3
18/11/1951,MTL3,vs,BOS3
22/11/1951,MTL1,vs,CHI5
24/11/1951,MTL2,vs,TOR4
25/11/1951,MTL1,vs,NYR2
29/11/1951,TOR1,vs,MTL5
1/12/1951,CHI2,vs,MTL4
2/12/1951,MTL1,vs,BOS4
8/12/1951,DET3,vs,MTL0
9/12/1951,MTL2,vs,DET3
13/12/1951,MTL1,vs,CHI1
15/12/1951,BOS1,vs,MTL3
16/12/1951,MTL4,vs,BOS2
19/12/1951,MTL2,vs,NYR4
20/12/1951,TOR1,vs,MTL4
22/12/1951,CHI1,vs,MTL5
23/12/1951,MTL0,vs,DET4
26/12/1951,MTL3,vs,TOR2
29/12/1951,NYR2,vs,MTL7
31/12/1951,MTL5,vs,DET3
01/01/1952,MTL3,vs,CHI0
03/01/1952,TOR1,vs,MTL3
05/01/1952,BOS3,vs,MTL2
12/01/1952,CHI3,vs,MTL8
13/01/1952,MTL2,vs,NYR2
17/01/1952,TOR2,vs,MTL2
19/01/1952,DET4,vs,MTL0
20/01/1952,MTL1,vs,BOS2
23/01/1952,MTL4,vs,TOR2
24/01/1952,MTL4,vs,CHI1
26/01/1952,BOS3,vs,MTL5
27/01/1952,MTL5,vs,NYR3
31/01/1952,NYR0,vs,MTL1
02/02/1952,DET2,vs,MTL2
03/02/1952,MTL0,vs,BOS1
07/02/1952,MTL3,vs,DET5
09/02/1952,MTL2,vs,TOR3
10/02/1952,MTL3,vs,CHI2
14/02/1952,TOR1,vs,MTL3
16/02/1952,NYR1,vs,MTL5
17/02/1952,MTL2,vs,NYR3
21/02/1952,BOS3,vs,MTL3
23/02/1952,CHI0,vs,MTL7
28/02/1952,DET2,vs,MTL3
01/03/1952,NYR1,vs,MTL3
02/03/1952,MTL6,vs,CHI4
05/03/1952,MTL2,vs,TOR6
08/03/1952,CHI4,vs,MTL4
09/03/1952,MTL2,vs,NYR0
13/03/1952,TOR1,vs,MTL3
15/03/1952,BOS2,vs,MTL0
16/03/1952,MTL1,vs,BOS2
19/03/1952,MTL3,vs,TOR0
22/03/1952,DET3,vs,MTL3
23/03/1952,MTL2,vs,DET7
9/10/1952,CHI3,vs,MTL2
11/10/1952,DET1,vs,MTL2
12/10/1952,MTL1,vs,BOS1
16/10/1952,NYR1,vs,MTL3
18/10/1952,BOS1,vs,MTL2
19/10/1952,MTL1,vs,DET6
23/10/1952,MTL2,vs,CHI2
25/10/1952,DET0,vs,MTL9
29/10/1952,MTL5,vs,TOR7
1/11/1952,NYR1,vs,MTL4
2/11/1952,MTL2,vs,NYR2
6/11/1952,TOR1,vs,MTL3
8/11/1952,CHI4,vs,MTL6
13/11/1952,TOR3,vs,MTL1
15/11/1952,BOS0,vs,MTL2
16/11/1952,MTL1,vs,CHI4
22/11/1952,MTL2,vs,TOR2
23/11/1952,MTL2,vs,NYR2
27/11/1952,MTL2,vs,DET2
29/11/1952,CHI1,vs,MTL1
30/11/1952,MTL1,vs,BOS3
4/12/1952,TOR2,vs,MTL1
6/12/1952,BOS2,vs,MTL1
7/12/1952,MTL2,vs,NYR2
10/12/1952,MTL2,vs,TOR1
11/12/1952,MTL3,vs,CHI2
13/12/1952,CHI0,vs,MTL3
14/12/1952,MTL0,vs,DET0
18/12/1952,NYR2,vs,MTL6
20/12/1952,BOS6,vs,MTL3
21/12/1952,MTL4,vs,BOS3
24/12/1952,MTL0,vs,TOR2
27/12/1952,DET2,vs,MTL2
31/12/1952,MTL2,vs,DET0
01/01/1953,MTL2,vs,CHI2
03/01/1953,BOS1,vs,MTL0
08/01/1953,NYR4,vs,MTL4
10/01/1953,CHI2,vs,MTL5
11/01/1953,MTL0,vs,NYR7
15/01/1953,MTL2,vs,CHI0
17/01/1953,DET1,vs,MTL1
18/01/1953,MTL3,vs,DET2
21/01/1953,MTL1,vs,TOR0
22/01/1953,TOR1,vs,MTL4
24/01/1953,CHI5,vs,MTL1
25/01/1953,MTL3,vs,DET3
28/01/1953,MTL2,vs,NYR1
29/01/1953,NYR2,vs,MTL5
31/01/1953,BOS0,vs,MTL0
01/02/1953,MTL3,vs,BOS4
05/02/1953,TOR0,vs,MTL2
07/02/1953,DET3,vs,MTL1
08/02/1953,MTL1,vs,NYR1
12/02/1953,MTL3,vs,CHI2
14/02/1953,MTL2,vs,TOR2
15/02/1953,MTL0,vs,BOS1
19/02/1953,DET4,vs,MTL1
21/02/1953,NYR1,vs,MTL4
25/02/1953,MTL2,vs,TOR1
26/02/1953,TOR1,vs,MTL4
28/02/1953,DET4,vs,MTL3
05/03/1953,MTL0,vs,BOS5
07/03/1953,CHI0,vs,MTL1
08/03/1953,MTL3,vs,NYR4
12/03/1953,MTL2,vs,CHI2
14/03/1953,NYR2,vs,MTL3
15/03/1953,MTL1,vs,BOS2
19/03/1953,TOR4,vs,MTL1
21/03/1953,BOS2,vs,MTL1
22/03/1953,MTL1,vs,DET1
8/10/1953,CHI0,vs,MTL3
10/10/1953,DET1,vs,MTL4
11/10/1953,MTL1,vs,BOS4
15/10/1953,NYR1,vs,MTL6
17/10/1953,BOS2,vs,MTL5
18/10/1953,MTL0,vs,DET4
22/10/1953,MTL3,vs,CHI2
24/10/1953,DET0,vs,MTL1
25/10/1953,MTL2,vs,NYR1
29/10/1953,TOR1,vs,MTL3
31/10/1953,MTL0,vs,CHI1
1/11/1953,MTL1,vs,DET5
5/11/1953,NYR3,vs,MTL4
7/11/1953,BOS2,vs,MTL5
8/11/1953,MTL0,vs,BOS2
11/11/1953,MTL1,vs,TOR4
12/11/1953,CHI2,vs,MTL4
14/11/1953,CHI3,vs,MTL2
15/11/1953,MTL2,vs,CHI2
19/11/1953,TOR0,vs,MTL1
21/11/1953,DET0,vs,MTL1
22/11/1953,MTL2,vs,BOS2
26/11/1953,MTL6,vs,CHI3
28/11/1953,MTL1,vs,TOR3
29/11/1953,MTL1,vs,NYR2
3/12/1953,TOR1,vs,MTL5
5/12/1953,BOS2,vs,MTL4
6/12/1953,MTL7,vs,BOS2
9/12/1953,MTL0,vs,TOR3
10/12/1953,CHI3,vs,MTL5
12/12/1953,NYR2,vs,MTL7
13/12/1953,MTL3,vs,DET4
19/12/1953,BOS3,vs,MTL7
20/12/1953,MTL1,vs,NYR3
26/12/1953,NYR0,vs,MTL2
30/12/1953,MTL2,vs,TOR2
31/12/1953,MTL2,vs,DET2
02/01/1954,BOS1,vs,MTL1
03/01/1954,MTL3,vs,NYR4
07/01/1954,TOR3,vs,MTL7
09/01/1954,CHI1,vs,MTL12
10/01/1954,MTL1,vs,DET2
16/01/1954,BOS1,vs,MTL2
17/01/1954,MTL2,vs,BOS3
21/01/1954,DET1,vs,MTL0
23/01/1954,CHI1,vs,MTL5
24/01/1954,MTL3,vs,CHI8
27/01/1954,MTL2,vs,TOR0
30/01/1954,NYR2,vs,MTL1
04/02/1954,TOR4,vs,MTL2
06/02/1954,NYR3,vs,MTL4
07/02/1954,MTL4,vs,NYR1
11/02/1954,MTL2,vs,CHI2
13/02/1954,MTL2,vs,TOR2
14/02/1954,MTL1,vs,BOS4
18/02/1954,DET2,vs,MTL4
20/02/1954,DET0,vs,MTL2
22/02/1954,MTL0,vs,DET3
25/02/1954,TOR0,vs,MTL0
27/02/1954,NYR0,vs,MTL5
28/02/1954,MTL0,vs,NYR2
04/03/1954,MTL1,vs,BOS1
06/03/1954,BOS3,vs,MTL3
07/03/1954,MTL2,vs,DET2
11/03/1954,TOR3,vs,MTL0
13/03/1954,CHI0,vs,MTL4
14/03/1954,MTL6,vs,CHI0
17/03/1954,MTL1,vs,TOR3
20/03/1954,DET1,vs,MTL6
21/03/1954,MTL3,vs,NYR1
7/10/1954,CHI2,vs,MTL4
9/10/1954,BOS1,vs,MTL4
11/10/1954,MTL2,vs,BOS2
13/10/1954,DET3,vs,MTL2
15/10/1954,MTL3,vs,CHI0
16/10/1954,MTL3,vs,DET1
21/10/1954,TOR3,vs,MTL1
23/10/1954,NYR1,vs,MTL7
24/10/1954,MTL2,vs,NYR4
27/10/1954,MTL3,vs,TOR1
30/10/1954,CHI1,vs,MTL5
6/11/1954,DET1,vs,MTL4
7/11/1954,MTL4,vs,BOS3
11/11/1954,CHI4,vs,MTL7
13/11/1954,BOS1,vs,MTL2
14/11/1954,MTL1,vs,DET4
17/11/1954,MTL2,vs,TOR5
18/11/1954,TOR4,vs,MTL5
20/11/1954,NYR1,vs,MTL4
21/11/1954,MTL0,vs,BOS2
23/11/1954,MTL4,vs,CHI4
25/11/1954,MTL3,vs,CHI2
27/11/1954,DET1,vs,MTL4
28/11/1954,MTL1,vs,NYR4
30/11/1954,MTL3,vs,CHI3
2/12/1954,MTL4,vs,DET1
5/12/1954,MTL3,vs,NYR3
8/12/1954,MTL1,vs,TOR3
9/12/1954,TOR0,vs,MTL2
11/12/1954,BOS3,vs,MTL0
12/12/1954,MTL2,vs,BOS2
16/12/1954,NYR1,vs,MTL5
18/12/1954,MTL4,vs,CHI2
19/12/1954,MTL5,vs,DET0
25/12/1954,NYR1,vs,MTL4
29/12/1954,MTL1,vs,TOR1
30/12/1954,CHI4,vs,MTL7
01/01/1955,DET1,vs,MTL4
02/01/1955,MTL2,vs,DET3
06/01/1955,CHI0,vs,MTL6
08/01/1955,BOS1,vs,MTL1
09/01/1955,MTL7,vs,NYR1
15/01/1955,DET4,vs,MTL3
16/01/1955,MTL0,vs,BOS6
20/01/1955,TOR2,vs,MTL6
22/01/1955,CHI3,vs,MTL5
23/01/1955,MTL5,vs,CHI3
26/01/1955,MTL1,vs,TOR1
29/01/1955,BOS0,vs,MTL4
30/01/1955,MTL1,vs,DET7
03/02/1955,TOR2,vs,MTL3
05/02/1955,NYR1,vs,MTL3
06/02/1955,MTL7,vs,NYR3
09/02/1955,MTL1,vs,TOR3
13/02/1955,MTL1,vs,NYR4
17/02/1955,DET2,vs,MTL4
19/02/1955,NYR2,vs,MTL10
24/02/1955,TOR1,vs,MTL1
26/02/1955,BOS1,vs,MTL4
27/02/1955,MTL7,vs,NYR1
02/03/1955,MTL3,vs,TOR2
03/03/1955,MTL4,vs,BOS1
05/03/1955,CHI4,vs,MTL4
06/03/1955,MTL4,vs,CHI2
10/03/1955,TOR0,vs,MTL0
12/03/1955,BOS1,vs,MTL2
13/03/1955,MTL2,vs,BOS4
17/03/1955,DET4,vs,MTL1
19/03/1955,NYR2,vs,MTL4
20/03/1955,MTL0,vs,DET6
6/10/1955,TOR0,vs,MTL2
8/10/1955,BOS0,vs,MTL2
9/10/1955,MTL5,vs,BOS2
15/10/1955,NYR1,vs,MTL4
16/10/1955,MTL2,vs,CHI2
20/10/1955,BOS3,vs,MTL2
22/10/1955,CHI0,vs,MTL6
26/10/1955,MTL1,vs,TOR2
27/10/1955,CHI4,vs,MTL1
29/10/1955,DET1,vs,MTL2
30/10/1955,MTL2,vs,DET2
3/11/1955,TOR3,vs,MTL3
5/11/1955,BOS2,vs,MTL4
6/11/1955,MTL3,vs,BOS3
9/11/1955,MTL1,vs,NYR1
12/11/1955,DET0,vs,MTL3
13/11/1955,MTL2,vs,CHI0
16/11/1955,MTL3,vs,TOR2
19/11/1955,NYR1,vs,MTL6
20/11/1955,MTL1,vs,NYR1
24/11/1955,MTL2,vs,DET3
26/11/1955,BOS1,vs,MTL3
27/11/1955,MTL3,vs,NYR3
1/12/1955,MTL2,vs,BOS1
3/12/1955,MTL3,vs,TOR1
4/12/1955,MTL5,vs,CHI1
8/12/1955,TOR1,vs,MTL3
10/12/1955,DET2,vs,MTL4
11/12/1955,MTL4,vs,BOS2
15/12/1955,NYR0,vs,MTL2
17/12/1955,CHI0,vs,MTL5
18/12/1955,MTL0,vs,DET2
20/12/1955,MTL7,vs,CHI1
24/12/1955,DET2,vs,MTL4
25/12/1955,MTL1,vs,NYR5
28/12/1955,MTL0,vs,TOR2
29/12/1955,TOR2,vs,MTL5
31/12/1955,CHI3,vs,MTL7
05/01/1956,DET5,vs,MTL2
07/01/1956,CHI1,vs,MTL3
11/01/1956,MTL1,vs,NYR6
14/01/1956,BOS2,vs,MTL0
15/01/1956,MTL0,vs,DET2
18/01/1956,MTL3,vs,TOR2
19/01/1956,TOR1,vs,MTL3
21/01/1956,NYR1,vs,MTL3
22/01/1956,MTL6,vs,CHI2
26/01/1956,MTL1,vs,BOS5
28/01/1956,BOS1,vs,MTL6
29/01/1956,MTL1,vs,DET1
02/02/1956,MTL2,vs,DET0
04/02/1956,DET1,vs,MTL2
05/02/1956,MTL3,vs,NYR3
08/02/1956,MTL1,vs,TOR1
10/02/1956,MTL3,vs,CHI1
12/02/1956,MTL7,vs,BOS1
16/02/1956,TOR1,vs,MTL8
18/02/1956,NYR4,vs,MTL9
23/02/1956,NYR2,vs,MTL5
25/02/1956,DET1,vs,MTL5
29/02/1956,MTL1,vs,TOR4
02/03/1956,MTL3,vs,CHI1
03/03/1956,CHI1,vs,MTL3
04/03/1956,MTL6,vs,DET4
08/03/1956,TOR3,vs,MTL4
10/03/1956,BOS4,vs,MTL0
11/03/1956,MTL1,vs,BOS3
15/03/1956,CHI2,vs,MTL5
17/03/1956,NYR2,vs,MTL7
18/03/1956,MTL3,vs,NYR1
13/10/1956,BOS0,vs,MTL3
14/10/1956,MTL1,vs,BOS3
18/10/1956,CHI1,vs,MTL1
20/10/1956,NYR0,vs,MTL5
24/10/1956,MTL2,vs,NYR3
25/10/1956,TOR3,vs,MTL2
27/10/1956,BOS1,vs,MTL0
28/10/1956,MTL1,vs,DET4
1/11/1956,DET3,vs,MTL4
3/11/1956,CHI0,vs,MTL6
4/11/1956,MTL1,vs,CHI0
7/11/1956,MTL4,vs,TOR3
8/11/1956,NYR2,vs,MTL4
10/11/1956,BOS3,vs,MTL1
11/11/1956,MTL2,vs,BOS3
14/11/1956,MTL5,vs,NYR3
17/11/1956,DET2,vs,MTL6
18/11/1956,MTL3,vs,DET8
22/11/1956,MTL3,vs,CHI5
24/11/1956,NYR1,vs,MTL6
25/11/1956,MTL1,vs,NYR1
29/11/1956,TOR2,vs,MTL4
1/12/1956,CHI0,vs,MTL7
2/12/1956,MTL0,vs,DET1
5/12/1956,MTL3,vs,TOR1
7/12/1956,MTL3,vs,CHI1
9/12/1956,MTL1,vs,BOS1
13/12/1956,TOR2,vs,MTL6
15/12/1956,BOS4,vs,MTL6
16/12/1956,MTL2,vs,NYR4
20/12/1956,TOR2,vs,MTL4
22/12/1956,DET1,vs,MTL1
23/12/1956,MTL3,vs,DET3
26/12/1956,MTL0,vs,TOR1
29/12/1956,NYR3,vs,MTL6
01/01/1957,MTL6,vs,CHI2
03/01/1957,CHI3,vs,MTL3
05/01/1957,DET0,vs,MTL1
06/01/1957,MTL3,vs,NYR2
10/01/1957,TOR1,vs,MTL2
12/01/1957,BOS1,vs,MTL4
13/01/1957,MTL3,vs,BOS1
16/01/1957,MTL3,vs,TOR2
19/01/1957,NYR0,vs,MTL5
20/01/1957,MTL2,vs,CHI4
26/01/1957,CHI4,vs,MTL4
27/01/1957,MTL2,vs,BOS5
31/01/1957,DET3,vs,MTL5
02/02/1957,BOS2,vs,MTL1
03/02/1957,MTL3,vs,DET3
06/02/1957,MTL1,vs,TOR1
09/02/1957,MTL2,vs,BOS2
10/02/1957,MTL4,vs,NYR5
14/02/1957,TOR2,vs,MTL1
16/02/1957,NYR2,vs,MTL1
17/02/1957,MTL3,vs,CHI2
21/02/1957,DET3,vs,MTL3
23/02/1957,NYR1,vs,MTL4
24/02/1957,MTL3,vs,NYR4
28/02/1957,MTL3,vs,DET0
02/03/1957,DET1,vs,MTL5
03/03/1957,MTL2,vs,BOS5
06/03/1957,MTL1,vs,TOR3
09/03/1957,CHI4,vs,MTL6
10/03/1957,MTL1,vs,CHI3
14/03/1957,TOR4,vs,MTL8
16/03/1957,BOS2,vs,MTL2
17/03/1957,MTL1,vs,DET2
20/03/1957,MTL2,vs,TOR1
23/03/1957,CHI0,vs,MTL3
10/10/1957,CHI1,vs,MTL5
12/10/1957,NYR2,vs,MTL2
13/10/1957,MTL6,vs,DET0
15/10/1957,MTL3,vs,CHI3
17/10/1957,TOR3,vs,MTL9
19/10/1957,CHI1,vs,MTL3
26/10/1957,BOS3,vs,MTL4
27/10/1957,MTL1,vs,NYR4
30/10/1957,MTL6,vs,TOR2
31/10/1957,TOR3,vs,MTL1
2/11/1957,DET3,vs,MTL6
7/11/1957,DET0,vs,MTL6
9/11/1957,BOS2,vs,MTL4
13/11/1957,MTL4,vs,TOR2
16/11/1957,NYR4,vs,MTL2
17/11/1957,MTL2,vs,NYR4
23/11/1957,MTL4,vs,BOS2
24/11/1957,MTL3,vs,DET3
28/11/1957,MTL2,vs,CHI0
